,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
591,여,30.0,6,3,6,6,6,2,6,7,8,0.0,1,마이시크릿덴,5.0
592,여,30.0,4,3,2,3,4,3,2,6,3,1.0,1,경복궁,5.0
594,남,20.0,4,2,2,3,1,3,5,3,8,1.0,6,종로빈대떡 광화문점,3.0
595,남,20.0,5,1,1,7,1,1,7,7,1,0.0,1,서울어린이대공원 동물원,5.0
596,남,40.0,1,2,1,2,4,2,4,6,3,14.0,22,대부도 로그인 펜션,3.0
598,여,40.0,2,2,2,2,6,2,5,3,1,0.0,1,초이댄스 스튜디오,4.0
600,여,30.0,2,2,1,6,7,6,2,7,3,3.0,21,가락동농수산물도매시장 수산시장,5.0
602,여,30.0,1,1,1,1,1,1,2,5,1,1.0,1,남사화훼집하장,5.0
604,여,50.0,2,2,2,5,2,5,7,5,2,0.0,1,돈주는남자 본점,5.0
605,여,50.0,1,4,4,1,1,7,1,7,3,2.0,2,당거쉼터,5.0
607,여,50.0,3,3,3,4,3,3,3,3,1,3.0,24,성환역,4.0
608,남,30.0,7,1,4,2,1,4,6,7,2,1.0,7,모스버거 센트럴시티점,5.0
610,여,50.0,6,2,4,2,6,4,2,6,7,0.0,1,숭례문,4.0
611,여,30.0,4,7,1,7,4,7,1,7,1,2.0,27,남촌순두부 금오점,4.0
612,남,30.0,4,1,2,2,3,6,5,5,3,3.0,4,카페빵선생 소래포구점,5.0
615,남,40.0,4,4,2,2,4,4,2,6,1,3.0,2,서울랜드,4.0
618,여,40.0,1,4,4,3,4,3,5,3,1,0.0,6,경복궁,5.0
620,여,20.0,4,2,3,2,3,2,5,4,3,1.0,1,코트야드 바이 메리어트 수원,5.0
621,여,40.0,1,2,2,4,3,4,5,2,1,4.0,22,복골캠프,4.0
622,남,30.0,4,3,1,3,1,1,1,7,1,1.0,12,수안주유소,4.0
623,남,40.0,3,6,1,4,7,2,1,6,1,1.0,2,e편한세상부평역센트럴파크아파트,3.0
624,남,30.0,2,3,4,4,5,5,3,4,2,1.0,8,두물머리 공영주차장,5.0
626,여,20.0,4,4,1,1,4,7,7,7,9,2.0,9,이태원역교차로,5.0
635,남,40.0,6,6,6,5,6,6,6,2,2,4.0,6,낙동강구미휴게소 상주방향,5.0
638,남,30.0,3,2,1,5,6,5,5,5,9,1.0,23,석촌호수 동호,5.0
644,남,20.0,3,3,3,4,2,3,5,4,3,1.0,4,엔터식스 왕십리역점,5.0
646,여,30.0,2,2,1,6,7,1,2,3,7,0.0,2,우장산공원산책길,5.0
649,남,40.0,4,4,4,4,4,4,4,4,3,3.0,5,리버레전드키즈,5.0
654,여,20.0,3,2,1,1,4,6,2,7,2,0.0,9,화담숲 곤충생태관,4.0
655,여,30.0,4,5,4,6,5,5,5,4,3,1.0,2,오릴리도넛,4.0
656,남,50.0,3,2,1,4,6,5,2,4,3,1.0,2,니지모리스튜디오,5.0
657,남,30.0,4,2,2,1,3,1,6,6,5,1.0,1,현대프리미엄아울렛 김포점,4.0
658,여,20.0,4,3,1,3,4,3,4,6,1,2.0,3,소테츠프레사 인서울명동,4.0
659,여,20.0,2,1,3,3,5,5,2,3,7,0.0,3,청계천,4.0
660,남,20.0,3,2,1,6,7,2,5,5,1,0.0,5,끌리마,5.0
663,여,30.0,6,2,2,2,6,2,3,6,5,3.0,2,선산휴게소 양평방향,3.0
664,남,20.0,6,2,1,7,6,3,3,3,1,1.0,3,방화수류정,3.0
665,여,20.0,1,5,1,3,2,2,6,1,1,1.0,6,한방전주콩나물국밥,5.0
667,남,40.0,4,2,2,4,4,5,2,5,1,0.0,4,센트럴시티터미널(호남),4.0
668,남,20.0,2,2,2,5,6,6,7,6,1,3.0,6,아리아호텔,4.0
671,여,20.0,6,2,1,1,7,2,2,6,7,1.0,6,서울역,5.0
672,여,40.0,5,1,3,2,2,6,4,5,3,3.0,8,신세계프리미엄아울렛 여주,4.0
674,남,40.0,4,2,1,2,4,4,1,3,8,5.0,3,천안아산역,5.0
676,여,20.0,4,4,1,1,4,7,7,7,9,2.0,9,이태원거리,4.0
677,남,60.0,1,4,4,3,1,2,7,3,2,3.0,3,창덕궁,5.0
678,여,40.0,4,2,3,4,2,1,2,1,8,1.0,3,광교산제빵소,4.0
679,남,30.0,7,1,4,2,1,4,6,7,2,1.0,7,펀시티,5.0
680,여,20.0,5,3,1,3,7,4,1,7,4,0.0,1,진천종합터미널,5.0
682,여,30.0,4,3,3,4,2,3,5,7,1,1.0,9,번패티번,5.0
683,여,20.0,6,2,4,3,3,4,1,6,1,0.0,7,할리스 충정래미안점,4.0
686,여,20.0,3,3,4,2,3,6,3,6,3,3.0,2,화담숲,5.0
689,남,30.0,5,2,2,5,6,4,6,3,1,1.0,1,김포국제공항 국내선,4.0
694,남,20.0,1,6,1,5,5,1,1,6,9,5.0,22,마루산 독채펜션,4.0
695,남,40.0,1,1,7,3,2,6,2,7,3,3.0,22,엔틸로프,5.0
700,남,20.0,6,1,3,4,1,5,7,6,3,1.0,22,카페 만경,5.0
703,남,30.0,2,6,5,6,2,3,2,2,1,1.0,22,커피나인,4.0
704,남,20.0,1,2,1,4,3,2,6,3,3,1.0,5,오팔당,5.0
705,여,30.0,1,1,1,1,1,1,1,4,2,1.0,21,수의원 분당점,5.0
707,남,20.0,7,2,1,6,6,2,1,5,1,0.0,28,옛날순두부집,5.0
710,남,50.0,2,2,5,4,2,2,6,3,1,2.0,25,오산천,5.0
713,남,30.0,3,2,3,3,2,6,2,3,2,2.0,23,토속촌삼계탕,4.0
715,남,20.0,4,2,1,6,1,7,2,7,3,2.0,2,AK& 홍대,5.0
716,여,20.0,5,2,4,3,5,3,3,7,1,0.0,1,현대카드 쿠킹라이브러리,4.0
717,남,20.0,5,5,5,3,1,5,4,5,2,1.0,1,미사경정공원,4.0
719,남,40.0,2,4,2,5,2,3,2,2,7,1.0,1,삼동소바,5.0
720,여,30.0,1,6,1,4,4,2,5,5,7,5.0,2,헤이리농원,5.0
721,여,30.0,4,1,1,1,4,6,2,7,1,1.0,1,뚜레쥬르 제일제당센터점,5.0
723,여,20.0,6,4,1,5,5,5,6,7,3,2.0,6,이촌역 경의중앙선,5.0
724,여,20.0,4,1,1,2,2,6,7,7,2,0.0,6,프레퍼스다이어트푸드 교대점,4.0
731,여,50.0,4,2,4,1,2,6,5,3,2,1.0,3,웨스틴조선 서울지점,5.0
732,여,30.0,4,2,6,1,4,6,1,5,1,1.0,6,선창수산,5.0
733,남,30.0,4,3,4,1,1,5,7,3,3,1.0,3,서울뷰티위크,5.0
740,남,30.0,4,2,5,2,6,6,6,6,2,1.0,21,원조최미자소머리국밥 본관,4.0
743,여,40.0,2,2,6,2,4,6,3,4,2,2.0,23,쉐라톤그랜드 인천호텔,4.0
744,남,40.0,1,4,1,3,2,6,3,2,7,1.0,2,버거킹 정읍중앙점,5.0
745,남,20.0,3,4,2,5,3,3,3,3,2,0.0,3,경기대학교 서울캠퍼스,4.0
746,남,20.0,5,1,2,4,5,4,2,3,7,1.0,24,스타필드 하남,4.0
747,여,40.0,7,1,7,1,1,7,7,1,2,1.0,23,인터컨티넨탈서울코엑스 브래서리,5.0
748,남,40.0,4,4,4,4,4,4,4,4,3,4.0,1,경기도어린이박물관,5.0
749,남,60.0,2,1,1,2,3,1,1,6,3,1.0,3,한양도성박물관,5.0
751,여,40.0,4,1,2,2,3,3,1,6,3,2.0,8,보물나라캠프,5.0
752,여,30.0,3,1,3,3,4,4,7,6,1,0.0,3,딥,3.0
753,남,50.0,6,5,3,3,5,5,2,6,3,2.0,6,물레,5.0
755,남,40.0,1,1,4,2,2,4,4,6,3,1.0,1,에버랜드,4.0
758,여,50.0,1,1,1,3,2,7,2,7,2,3.0,3,군위휴게소,5.0
760,남,30.0,7,1,5,3,3,5,6,4,8,0.0,3,덕수궁,5.0
761,여,20.0,2,1,3,2,2,5,5,1,1,1.0,1,김포한강야생조류생태공원,4.0
762,남,40.0,1,1,1,5,5,1,2,7,3,1.0,3,화성행궁,3.0
763,남,30.0,5,2,2,5,6,4,6,3,1,1.0,1,청계천,5.0
766,여,30.0,2,3,1,6,6,4,2,4,2,0.0,25,배곧생명공원,5.0
767,여,60.0,3,4,5,2,2,5,6,6,8,0.0,22,신포국제시장,4.0
768,남,20.0,4,2,1,6,1,7,2,7,3,2.0,2,홍대 ak위드뮤m,5.0
770,여,30.0,1,1,1,2,1,7,7,7,3,2.0,21,스타필드시티위례,4.0
771,여,20.0,2,1,6,1,1,7,5,7,5,0.0,6,웻커피 한남,5.0
773,남,30.0,3,3,3,5,4,2,2,6,1,1.0,3,바이올린모텔,2.0
776,여,20.0,2,1,1,3,3,5,5,5,1,2.0,2,벽초지수목원,5.0
777,여,40.0,3,4,2,4,6,5,6,3,3,3.0,2,국립중앙박물관,4.0
780,여,20.0,4,2,3,2,3,2,5,4,3,1.0,1,파리바게뜨 광교중흥점,5.0
782,남,30.0,2,2,2,4,5,4,3,3,2,1.0,2,보광사,3.0
784,남,20.0,7,1,7,2,1,2,1,3,1,0.0,23,롯데월드 어드벤처,5.0
785,여,20.0,1,7,5,3,3,2,3,4,1,1.0,3,스쿠퍼젤라또,5.0
787,여,30.0,4,1,2,4,6,2,3,7,1,2.0,23,스탠포드호텔 서울,5.0
789,여,30.0,1,1,3,4,4,2,3,3,7,0.0,5,자라섬,4.0
790,여,40.0,2,4,4,4,7,4,4,7,4,0.0,3,광화문광장,5.0
792,여,40.0,6,3,3,4,5,5,2,6,8,5.0,3,신덕고개,4.0
798,여,30.0,4,2,6,2,2,2,5,2,3,1.0,2,교복몰 용인점,4.0
800,여,30.0,1,1,1,1,1,1,1,7,3,2.0,23,롯데백화점 본점,5.0
802,여,20.0,4,3,5,3,1,3,3,2,3,1.0,23,수원화성,4.0
803,여,30.0,2,2,2,2,2,2,5,7,2,0.0,21,아이스타일,3.0
805,남,30.0,2,2,4,4,2,4,5,4,3,3.0,3,수원화성미디어아트쇼,4.0
806,여,30.0,4,3,5,3,2,4,5,3,10,3.0,1,수원천,3.0
807,남,40.0,1,4,1,3,2,6,3,2,7,1.0,2,롯데월드,5.0
810,남,30.0,1,1,7,4,1,4,4,1,1,0.0,3,팔달문시장,4.0
811,여,40.0,3,2,2,4,3,4,3,6,3,3.0,21,빵명장 본사직영점,5.0
812,남,30.0,2,1,4,3,2,4,6,6,3,1.0,21,청초수물회섭국 백운호수점,5.0
813,남,30.0,2,2,1,4,4,2,1,6,7,1.0,12,수원통닭거리,5.0
814,남,40.0,1,1,1,3,7,2,2,5,1,3.0,23,킨텍스 제2전시장,5.0
815,남,60.0,1,1,1,1,1,1,1,7,2,4.0,9,용봉산,5.0
816,남,30.0,1,1,2,2,1,1,4,2,1,0.0,6,구름산추어탕,5.0
820,남,40.0,3,3,3,5,3,3,3,2,3,3.0,3,강경해물칼국수,2.0
821,남,20.0,7,4,1,4,1,1,1,1,3,19.0,5,스타벅스 송파KT점,3.0
822,여,30.0,3,2,4,2,2,4,2,6,1,1.0,21,비둘기낭폭포,5.0
824,여,30.0,2,2,5,3,2,1,2,6,2,0.0,21,두물머리,5.0
825,남,20.0,1,1,2,3,2,2,2,3,8,0.0,3,요미우돈교자,2.0
826,여,30.0,2,4,3,5,3,4,5,3,2,1.0,3,유일설렁탕 일산점,5.0
833,남,60.0,3,4,3,6,3,4,4,4,1,1.0,28,가능솔밭숯불갈비,4.0
834,남,30.0,7,4,6,3,3,5,5,3,3,1.0,6,삼청동수제비,4.0
835,남,30.0,2,1,3,5,3,6,2,3,1,1.0,5,물향기수목원,5.0
837,여,30.0,4,3,4,1,2,3,6,5,10,0.0,1,에버랜드 차이나문,5.0
841,남,40.0,2,1,4,4,4,3,2,2,8,3.0,3,남산골산채집,5.0
842,남,20.0,7,4,1,4,1,1,1,1,3,19.0,5,수서역,5.0
843,남,30.0,6,2,2,6,2,6,7,2,1,0.0,3,신동궁 감자탕뼈숯불구이,5.0
845,여,20.0,7,1,1,1,1,7,7,7,1,1.0,23,이비스앰배서더 서울명동,5.0
847,남,30.0,3,5,1,6,2,2,6,7,4,0.0,22,운현궁,5.0
849,남,40.0,4,4,4,4,4,4,4,4,3,4.0,1,타임테라스 A블럭,5.0
850,여,40.0,5,1,7,1,1,1,1,5,2,0.0,25,스테이지28 웁시데이지,5.0
851,남,30.0,3,3,3,5,4,2,2,6,1,1.0,3,바이올린모텔,1.0
854,남,30.0,7,1,1,1,7,7,2,4,1,0.0,2,코엑스 아쿠아리움,4.0
856,여,20.0,4,2,2,6,5,5,2,6,3,5.0,2,대전역,4.0
857,남,30.0,1,1,2,3,2,2,2,2,7,0.0,1,송내역 1호선,4.0
860,여,30.0,2,6,1,2,2,2,6,6,1,1.0,9,테라로사 사천점,4.0
861,남,20.0,6,1,3,4,1,5,7,6,3,1.0,22,갈매울감자탕,4.0
864,여,30.0,4,2,2,4,5,5,4,5,8,3.0,2,문경휴게소 양평방향,5.0
866,여,40.0,2,1,2,4,5,6,2,6,1,1.0,2,일산칼국수 서오릉점,4.0
868,여,30.0,1,1,1,1,1,1,7,1,2,0.0,23,선바위역 4호선,3.0
869,여,20.0,4,2,3,3,2,5,5,6,1,0.0,6,코지블루,5.0
870,남,20.0,4,2,2,3,4,3,4,4,1,0.0,4,퍼센트아라비카,4.0
871,여,30.0,1,1,1,4,3,4,4,5,3,3.0,7,백석역 3호선,4.0
872,여,20.0,4,3,3,4,5,5,7,3,1,0.0,6,국립민속박물관,5.0
873,여,20.0,2,2,1,2,6,2,6,2,1,1.0,2,에버랜드 판다월드,5.0
874,여,20.0,7,2,3,2,2,6,2,5,2,3.0,4,DMZ 장단콩두부마을,4.0
876,여,30.0,4,2,2,2,4,5,2,4,3,1.0,1,평택역,4.0
878,남,30.0,1,1,1,1,3,5,5,2,6,0.0,12,땡쓰오트 안국,5.0
879,남,30.0,2,2,2,3,3,3,4,3,3,2.0,27,마장호수출렁다리,4.0
883,여,20.0,3,2,3,4,6,5,5,5,1,0.0,6,잠실종합운동장 올림픽주경기장,5.0
891,여,30.0,2,4,3,4,2,3,3,6,1,1.0,1,신세계프리미엄아울렛 여주,4.0
896,여,30.0,4,5,2,4,5,6,5,6,1,1.0,2,펜타커피랩,5.0
899,남,20.0,3,3,6,3,2,4,5,6,7,1.0,26,먼치스앤구디스,4.0
902,남,20.0,4,1,1,2,1,1,7,4,1,1.0,6,인천 개항장문화재야행,4.0
903,남,40.0,1,1,1,4,3,2,1,7,10,0.0,1,신라아이파크면세점,3.0
904,여,30.0,2,3,3,2,4,3,3,6,1,1.0,6,석촌호수 서호,5.0
906,남,20.0,6,3,6,6,2,6,1,3,8,0.0,21,용암천,4.0
908,여,20.0,2,2,4,1,1,1,4,6,10,1.0,7,용산역,5.0
909,여,40.0,6,2,3,3,6,6,4,7,2,2.0,23,소래포구,2.0
910,남,40.0,2,1,4,4,4,3,2,2,8,3.0,3,청진옥,4.0
911,여,30.0,3,1,4,1,4,6,5,7,3,3.0,22,카펜트리,5.0
913,여,60.0,4,4,4,4,4,4,4,4,1,0.0,1,현대프리미엄아울렛 스페이스원,4.0
917,여,20.0,4,1,1,5,4,5,7,6,1,1.0,1,만원수산,2.0
922,남,20.0,1,2,3,6,3,5,1,7,4,0.0,8,평택소풍정원 캠핑장,5.0
923,여,20.0,1,1,1,5,5,7,1,7,2,2.0,3,맥도날드 수원화성DT점,5.0
925,여,30.0,4,1,1,1,6,4,1,4,3,3.0,5,삼대냉면,5.0
926,여,40.0,1,4,6,3,1,4,4,1,2,0.0,2,국립수목원 열대식물자원연구센터,5.0
928,여,20.0,6,2,4,6,3,2,7,5,7,0.0,6,석촌호수 동호,4.0
930,남,20.0,6,2,3,5,6,6,2,5,3,1.0,3,포탈,5.0
934,여,20.0,3,2,4,5,3,3,2,5,1,1.0,3,수원화성 화홍문,3.0
936,여,20.0,3,3,2,3,6,3,6,6,3,1.0,6,월곶역 수인분당선,3.0
938,여,30.0,1,1,3,4,4,2,3,3,7,0.0,5,춘천시외버스터미널,4.0
939,여,20.0,2,1,3,3,5,5,2,3,7,0.0,3,육회자매집 본점1호점,4.0
940,남,30.0,3,1,2,2,6,6,2,6,3,1.0,26,김해국제공항,5.0
943,남,40.0,3,1,2,3,7,4,2,7,2,1.0,3,가평잣고을시장,5.0
947,여,20.0,2,1,2,2,4,2,2,6,3,1.0,2,카페디,4.0
948,여,40.0,1,7,5,5,1,5,1,7,6,0.0,5,동탄호수공원,5.0
950,남,20.0,6,2,1,3,5,5,7,7,3,1.0,22,런던베이글뮤지엄 안국점,4.0
951,여,20.0,4,2,2,3,6,6,3,5,3,1.0,4,두메막국수,5.0
952,여,20.0,7,2,2,1,4,5,3,5,3,1.0,2,코트야드 바이메리어트 서울 판교,4.0
953,여,30.0,4,1,3,3,5,5,5,6,2,1.0,4,제시,4.0
954,여,20.0,4,3,2,7,6,4,2,5,7,5.0,21,서울고속버스터미널(경부),4.0
956,남,20.0,2,2,3,2,3,3,6,5,3,1.0,2,스테이25호텔,4.0
958,남,20.0,3,2,1,6,6,1,7,6,9,3.0,6,수원화성,5.0
968,남,40.0,6,2,4,2,2,4,5,4,2,1.0,23,퍼틴 판교점,5.0
970,남,20.0,5,2,4,6,7,4,3,2,3,1.0,6,뚝섬유원지역 7호선,4.0
971,남,20.0,5,2,4,3,5,4,6,4,1,1.0,1,교다이야,4.0
974,남,20.0,7,7,1,1,3,1,7,7,1,0.0,22,투썸플레이스 미사호수공원점,4.0
975,여,50.0,2,2,1,4,2,5,2,7,2,2.0,2,예루살렘셀프주유소,4.0
976,남,20.0,2,1,1,5,6,6,2,3,1,0.0,28,용문사,4.0
977,여,20.0,4,5,3,7,5,6,7,3,2,0.0,1,무릉,5.0
978,남,50.0,2,2,6,2,2,6,2,7,10,7.0,21,코스트코 일산점,3.0
980,남,40.0,4,3,3,4,4,4,3,5,7,0.0,4,월미문화관,4.0
983,여,20.0,5,1,2,3,5,6,6,5,1,1.0,3,김포국제공항 국내선,4.0
988,남,30.0,3,1,1,4,3,4,1,5,8,0.0,3,옛날돈까스 2호점,4.0
989,여,20.0,3,2,2,4,5,3,6,5,9,2.0,1,뉴서울호텔,3.0
990,여,30.0,4,2,2,4,5,5,4,5,8,3.0,2,폴바셋 롯데잠실점,5.0
992,남,30.0,2,1,2,1,6,1,7,4,5,1.0,21,자라섬,5.0
993,여,40.0,2,4,2,5,5,4,3,7,1,0.0,3,모모야 동대문DDP점,3.0
996,여,30.0,2,2,1,6,7,1,2,3,7,0.0,2,스타벅스 발산역,4.0
998,여,40.0,2,3,2,3,3,5,6,5,2,1.0,22,하남돼지집 송도센트럴파크점,5.0
999,남,40.0,3,3,4,5,2,3,5,1,3,3.0,22,고양이카페38.5,1.0
1002,남,40.0,2,2,2,2,2,5,5,6,2,0.0,1,일산호수공원,5.0
1005,남,30.0,7,2,7,1,1,5,1,2,7,0.0,6,부락산,5.0
1007,여,30.0,5,4,3,3,4,3,2,5,1,0.0,6,롯데월드 어드벤처,4.0
1008,남,20.0,5,2,4,3,5,4,6,4,1,1.0,1,우육면관 광화문점,4.0
1012,남,20.0,7,2,2,3,4,6,2,4,1,1.0,28,용두삼겹살쭈꾸미,3.0
1014,여,20.0,5,6,1,1,1,5,1,1,6,1.0,1,국립현대미술관 서울관,5.0
1015,여,30.0,7,4,1,1,2,7,2,7,1,0.0,10,서울 선릉과 정릉,5.0
1017,여,20.0,2,1,2,1,2,2,6,7,3,3.0,8,솔잎향캠핑파크,5.0
1018,남,30.0,2,2,1,4,4,2,1,6,7,1.0,12,호텔도노,3.0
1020,남,40.0,1,1,1,3,7,2,2,5,1,3.0,23,소노캄고양 웨스트타워,3.0
1021,남,40.0,6,5,6,5,6,4,3,3,1,0.0,13,청계천,4.0
1024,여,20.0,2,7,6,1,2,6,2,6,6,1.0,2,상동호수공원,5.0
1025,여,30.0,4,1,4,4,1,4,7,4,7,1.0,2,명동거리,3.0
1027,여,40.0,2,2,6,4,2,2,6,3,4,0.0,9,나혜석거리,4.0
1033,남,30.0,4,3,2,2,2,4,2,5,1,0.0,4,3노트커피,3.0
1038,여,20.0,4,3,2,7,6,4,2,5,7,5.0,21,한성백제박물관,4.0
1041,여,30.0,1,1,1,3,3,2,6,6,1,0.0,3,은평한옥마을,5.0
1046,여,30.0,3,2,2,3,3,4,5,4,3,2.0,2,갱고개,4.0
1047,여,30.0,5,3,2,5,6,6,2,2,7,1.0,9,용산역,5.0
1048,남,30.0,4,2,2,4,4,6,1,6,2,1.0,3,춘천식당,3.0
1050,여,20.0,3,3,2,4,6,5,6,5,8,1.0,6,태극당,4.0
1054,남,30.0,1,4,2,6,5,5,5,3,9,2.0,2,호텔썬스테이,5.0
1056,남,20.0,2,2,2,1,2,1,7,1,1,0.0,23,JW메리어트호텔서울 플레이버즈,5.0
1057,여,20.0,2,3,2,5,6,3,2,7,7,0.0,3,대한불교조계종 신륵사,4.0
1059,남,30.0,4,3,1,2,4,6,2,5,2,1.0,9,호텔 베르누이 서울,4.0
1062,남,40.0,2,6,2,1,2,2,4,3,6,3.0,5,소피아그린cc 그늘집,4.0
1063,여,20.0,5,2,3,1,5,4,1,6,2,0.0,21,지수화풍,5.0
1064,여,20.0,2,3,2,6,4,6,5,5,3,1.0,4,피더블유에이,5.0
1066,여,50.0,1,1,1,1,1,4,1,6,1,3.0,24,장터집,5.0
1067,여,20.0,3,2,3,2,4,3,6,5,9,1.0,24,롯데몰송도캐슬파크오피스텔,3.0
1068,여,50.0,6,2,4,2,6,4,2,6,7,0.0,1,남대문시장,4.0
1071,남,50.0,2,3,6,3,2,4,2,6,1,0.0,1,현대프리미엄아울렛 송도점,4.0
1073,남,20.0,4,2,1,3,6,6,1,7,3,1.0,2,김포국제공항 국내선,4.0
1074,남,40.0,2,2,3,1,2,6,2,6,1,0.0,21,센트럴파크 한의원,5.0
1075,남,30.0,3,2,3,6,6,5,5,1,1,0.0,6,로뎀식당,4.0
1076,여,40.0,6,7,4,2,4,2,6,2,6,2.0,5,신세계프리미엄아울렛 여주,5.0
1078,여,30.0,2,3,1,5,2,2,6,2,1,1.0,28,로제펜션,5.0
1080,남,30.0,2,4,2,4,2,1,4,3,1,1.0,8,서울대공원 캠핑장,5.0
1082,여,50.0,2,6,2,4,4,4,6,3,1,2.0,3,경복궁,5.0
1084,여,30.0,2,1,3,2,4,1,2,6,3,1.0,8,무지개서는마을,4.0
1088,남,40.0,6,4,5,2,2,6,3,4,1,3.0,23,소피텔 앰배서더 서울,5.0
1090,여,20.0,4,1,1,1,5,3,4,3,2,1.0,9,현대백화점유플렉스 신촌점,5.0
1093,여,40.0,7,3,2,1,1,2,1,7,2,1.0,22,광명역,5.0
1095,남,40.0,4,1,2,1,3,4,2,2,8,1.0,3,수원시립미술관,5.0
1098,여,40.0,1,1,1,7,4,4,4,4,1,2.0,8,포세이돈,5.0
1100,여,30.0,2,2,2,2,6,6,2,2,9,1.0,9,연인산도립공원,5.0
1101,남,60.0,2,1,1,2,3,1,1,6,3,1.0,3,청계광장,5.0
1102,남,20.0,2,2,3,5,2,5,2,6,7,0.0,6,서축공업기념관,5.0
1103,여,20.0,4,2,1,2,6,6,6,7,3,1.0,22,베드라핀,4.0
1105,여,20.0,3,2,3,3,3,4,4,5,3,1.0,2,일산호수공원,4.0
1107,남,30.0,4,4,2,3,4,4,2,6,1,1.0,1,스타필드 하남,5.0
1108,여,50.0,3,1,1,5,4,4,2,2,3,4.0,3,더블라썸,3.0
1110,여,30.0,4,7,1,3,4,4,3,5,2,0.0,1,다이소 공릉점,3.0
1112,여,30.0,3,2,3,6,4,3,7,1,8,0.0,6,미리내마을  버스정류장,3.0
1114,여,30.0,4,1,4,1,4,6,3,6,2,0.0,3,코트야드 바이 메리어트 수원,5.0
1117,여,30.0,2,7,2,6,1,1,7,1,1,0.0,1,화성시우리꽃식물원,4.0
1119,남,50.0,4,4,5,2,2,3,2,6,1,2.0,1,신세계프리미엄아울렛 여주,5.0
1120,여,30.0,2,1,1,1,1,2,1,6,7,0.0,3,남한산성 행궁,5.0
1121,남,30.0,2,2,2,4,5,4,6,5,8,0.0,4,관동오리진,3.0
1122,남,20.0,2,2,2,5,4,3,6,2,6,1.0,11,리멤버 수원직영점,4.0
1123,여,20.0,2,2,1,5,3,3,2,7,1,0.0,3,광교호수공원,4.0
1125,남,60.0,3,4,3,6,3,4,4,4,1,1.0,28,연천율무축제,3.0
1129,남,30.0,4,5,2,5,3,4,2,7,8,0.0,3,소장군 부평점,3.0
1130,여,20.0,4,3,3,6,5,5,3,3,7,0.0,6,현대백화점 신촌점,5.0
1132,남,30.0,1,1,1,1,6,7,2,7,9,3.0,2,고요재,5.0
1134,여,30.0,4,1,4,4,1,4,7,4,7,1.0,2,삼정호텔,2.0
1135,여,20.0,2,1,1,7,3,4,6,7,1,0.0,3,최웅집,4.0
1139,남,20.0,2,1,3,4,2,3,7,2,3,1.0,1,전통주갤러리,5.0
1140,남,30.0,2,3,3,4,3,5,3,4,2,0.0,3,벌말근린공원,4.0
1141,여,20.0,2,2,2,2,1,3,6,6,5,0.0,1,서울남부터미널,3.0
1142,남,40.0,3,3,2,4,5,5,2,3,8,3.0,3,선산휴게소 양평방향,3.0
1143,남,20.0,4,5,5,6,4,5,5,5,6,3.0,21,롯데프리미엄아울렛 이천점,4.0
1144,여,40.0,7,1,7,1,1,7,7,1,2,1.0,23,고디바 코엑스몰,4.0
1145,여,30.0,2,2,4,3,4,3,5,7,3,1.0,22,강천섬유원지,5.0
1147,여,30.0,4,6,1,4,6,6,6,7,2,0.0,6,마일스톤 커피 한남,5.0
1148,여,30.0,4,3,5,4,3,5,5,5,1,0.0,3,모카,5.0
1149,남,20.0,5,1,4,6,6,2,1,3,1,1.0,3,진미통닭,5.0
1150,여,30.0,3,4,6,5,5,4,6,5,2,0.0,3,종묘,5.0
1152,여,20.0,3,2,2,1,2,5,5,5,1,1.0,2,양주나리농원,5.0
1154,여,30.0,3,4,2,4,6,6,2,3,8,1.0,3,대장장이화덕피자,3.0
1156,남,50.0,3,6,3,3,3,5,3,6,3,1.0,24,지혜의숲,4.0
1159,남,30.0,7,2,4,1,1,2,7,4,3,1.0,1,스파오 롯데마트청량리점,4.0
1164,여,20.0,6,3,5,4,4,5,1,5,2,1.0,4,범계역광장,5.0
1167,여,60.0,4,2,2,1,1,7,6,6,1,0.0,3,런던베이글뮤지엄 안국점,5.0
1168,남,30.0,2,1,1,3,6,2,7,7,2,1.0,10,CU 남이천IC점,4.0
1171,남,30.0,2,2,1,5,6,2,6,2,6,0.0,8,캠핑고래 이천점,5.0
1172,여,30.0,5,3,1,4,5,7,7,7,4,0.0,6,봄날아트홀,5.0
1173,남,30.0,1,1,1,1,3,5,5,2,6,0.0,12,스타벅스 더종로R점,5.0
1174,남,40.0,4,1,1,1,1,5,5,6,3,4.0,8,펜션,5.0
1175,여,30.0,1,1,1,7,4,4,1,5,7,0.0,3,포트링공방,5.0
1176,여,30.0,3,2,3,6,4,3,7,1,8,0.0,6,마이랜드,2.0
1177,남,20.0,5,2,3,2,2,4,4,5,2,1.0,23,레스케이프호텔,4.0
1178,여,30.0,1,1,4,1,4,4,3,5,3,6.0,8,벌말주유소,5.0
1181,남,50.0,2,2,1,4,3,2,4,4,3,1.0,21,산토리니,4.0
1183,여,20.0,4,1,6,2,2,4,6,4,10,1.0,1,소문난성수감자탕 별관,1.0
1186,남,20.0,4,4,4,4,4,4,4,4,2,1.0,9,포천아트밸리,5.0
