,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
23586,남,30.0,2,2,2,2,3,6,5,6,6,1.0,6,GS25 곤지암목방점,3.0
23589,남,20.0,2,5,1,4,4,3,2,6,8,0.0,6,서울책보고,4.0
23591,남,20.0,4,1,1,4,4,4,7,1,1,1.0,23,에어비앤비 호텔,5.0
23592,남,50.0,2,5,5,2,3,6,5,5,8,1.0,22,헤이리예술마을,4.0
23593,여,30.0,4,4,4,5,5,5,5,6,3,1.0,2,AK플라자 AKTown점,4.0
23595,남,20.0,3,1,4,2,3,4,6,3,1,0.0,2,평택비전지웰푸르지오아파트,5.0
23596,여,30.0,2,2,2,2,6,2,2,2,1,2.0,8,박물관카페,5.0
23597,여,30.0,2,2,2,2,6,6,2,2,9,1.0,9,청평호,5.0
23598,여,60.0,3,2,1,4,3,2,5,4,7,1.0,21,방학역 1호선,2.0
23600,남,20.0,6,1,6,4,1,6,5,4,3,1.0,8,산정호수,5.0
23601,남,20.0,1,1,2,3,2,2,2,3,8,0.0,3,행궁81.2,4.0
23602,남,20.0,6,4,2,5,5,6,4,5,1,1.0,6,광장시장,3.0
23603,여,50.0,7,1,1,4,1,3,7,1,7,2.0,1,종묘귀금속전문백화점,5.0
23604,남,20.0,5,2,4,3,5,4,6,4,1,1.0,1,아쿠아필드 고양,4.0
23605,여,20.0,1,1,1,1,2,6,7,7,2,0.0,23,나인트리 호텔 근처 풀숲,3.0
23607,여,40.0,1,4,3,4,3,3,4,4,3,3.0,25,가평 조은마트,4.0
23608,여,30.0,2,3,3,2,4,3,3,6,1,1.0,6,청와대전망대,5.0
23615,남,20.0,4,1,5,2,4,5,1,4,1,0.0,1,60년전통 신촌황소곱창 인계직영점,5.0
23616,여,20.0,2,1,6,2,4,6,1,7,3,1.0,23,피자알볼로 동백점,5.0
23617,여,30.0,4,4,4,4,4,7,7,7,1,0.0,3,청와대,5.0
23622,여,30.0,1,2,4,7,7,4,6,5,2,3.0,6,하탐베이커리카페,4.0
23623,여,30.0,5,5,5,3,5,4,5,5,3,3.0,2,잠실종합운동장 잠실야구장,5.0
23624,남,50.0,2,4,2,4,6,4,2,6,3,1.0,3,화성행궁,5.0
23628,여,50.0,1,1,2,2,1,4,1,6,4,0.0,9,이천농업테마공원,5.0
23631,여,30.0,3,3,3,5,5,6,6,3,7,1.0,3,창경궁,2.0
23632,남,30.0,2,4,1,3,4,2,1,6,6,1.0,8,국립양평치유의숲,5.0
23633,여,20.0,3,2,3,5,2,6,2,6,2,1.0,1,LH서울양원1단지아파트,4.0
23635,남,60.0,2,2,2,2,2,2,6,2,1,0.0,3,갱변숯불구이,4.0
23636,여,20.0,4,3,3,3,2,5,7,5,3,2.0,21,나우 플랜트,5.0
23637,남,30.0,3,3,2,4,6,2,4,5,6,0.0,28,남한산성 서문,4.0
23639,남,30.0,2,6,1,4,5,4,2,7,1,0.0,4,매머드익스프레스 내수동점,4.0
23643,남,50.0,2,5,5,2,3,6,5,5,8,1.0,22,황희선생유적지,3.0
23644,여,20.0,7,1,1,3,7,7,7,7,2,0.0,1,시골빈대떡파전 선릉본점,5.0
23645,남,20.0,3,4,2,3,1,2,2,2,1,0.0,9,경기엘피씨 도축장 직영 판매장,4.0
23646,여,30.0,4,1,1,3,4,3,6,1,4,0.0,21,인천차이나타운,4.0
23647,여,20.0,3,2,2,2,2,6,6,6,3,2.0,3,인사동쭈꾸미,3.0
23650,여,30.0,5,2,2,3,6,6,6,3,1,4.0,23,스타벅스 청담영동대로점,5.0
23653,남,20.0,4,2,2,2,6,2,2,6,7,0.0,1,충현역사공원,4.0
23654,여,30.0,6,1,6,2,1,7,1,6,3,1.0,22,플레이그라운드 브루어리탭룸 송도점,5.0
23657,여,30.0,4,2,3,5,3,5,2,5,7,0.0,2,멜멜,5.0
23658,여,30.0,4,4,2,1,4,6,5,3,2,0.0,3,수원화성 화서문 안내소,3.0
23659,남,50.0,4,2,4,2,4,3,2,2,6,0.0,21,남원윤씨오룡골유적,4.0
23661,여,20.0,1,2,2,4,5,6,2,6,2,1.0,3,앗싸곱창 본점,5.0
23663,여,30.0,2,2,2,2,2,4,6,6,1,2.0,1,코트야드 바이메리어트 서울 보타닉파크,5.0
23664,남,30.0,2,4,2,3,2,1,5,4,2,1.0,26,놀자캠핑식당,5.0
23666,남,30.0,4,4,2,4,4,2,5,6,1,0.0,7,울산역,3.0
23668,여,30.0,1,1,5,5,6,2,3,6,9,2.0,1,천수산풍천민물장어직판장,5.0
23669,남,40.0,1,3,1,4,3,5,2,6,8,2.0,13,제빵소굽다,4.0
23670,여,40.0,7,7,4,1,1,1,1,1,6,2.0,1,블루보틀 광화문 카페,5.0
23673,남,30.0,1,1,7,1,4,7,4,7,1,0.0,6,유스퀘어광주종합버스터미널,4.0
23674,남,20.0,2,1,1,2,2,3,1,7,2,1.0,2,청평보이네닭갈비,5.0
23675,여,20.0,5,2,1,1,3,7,5,6,7,0.0,3,하루필름 수원행궁2호점,5.0
23677,남,20.0,4,2,3,4,4,2,6,3,1,0.0,1,롯데백화점 본점,3.0
23678,남,20.0,3,2,2,1,4,2,3,6,3,1.0,1,에이커,5.0
23680,여,20.0,2,1,1,1,4,6,2,3,2,1.0,23,세상의모든아침 여의도점,5.0
23681,여,40.0,5,1,3,2,3,4,4,3,3,6.0,8,카페아우라,4.0
23682,여,20.0,5,1,2,3,4,5,6,7,1,1.0,4,창덕궁,3.0
23684,남,40.0,4,7,1,1,1,1,1,7,2,3.0,3,경성빵공장,5.0
23690,남,20.0,6,2,6,4,6,6,6,6,3,1.0,6,세검정돈까스,5.0
23694,여,30.0,6,1,2,2,6,6,2,5,3,2.0,2,천안역,4.0
23697,남,20.0,7,7,4,3,2,6,5,6,3,1.0,2,마얘,4.0
23700,여,30.0,2,2,2,2,2,4,6,6,1,2.0,1,코트야드 바이메리어트 서울 보타닉파크,5.0
23702,여,20.0,7,6,6,3,1,4,6,4,7,2.0,4,명동거리,3.0
23705,남,20.0,4,2,1,3,6,6,1,7,3,1.0,2,학림다방,4.0
23706,여,30.0,1,1,1,1,6,2,1,7,1,2.0,3,동탄센트럴파크,5.0
23712,여,30.0,3,6,6,2,6,2,2,5,3,3.0,2,GS25 압구정신사점,4.0
23715,남,20.0,7,2,2,3,4,6,2,4,1,1.0,28,카페노티드 성수,5.0
23719,여,20.0,5,2,2,4,6,2,2,5,5,0.0,2,안양파빌리온,5.0
23720,여,30.0,1,1,1,4,1,1,5,2,8,0.0,3,가든파이브,5.0
23721,여,30.0,6,2,5,2,1,5,5,4,2,3.0,1,천안삼거리휴게소 서울방향,5.0
23722,남,20.0,2,2,1,5,1,5,1,3,2,1.0,21,이비스앰배서더호텔 인사동,5.0
23723,여,40.0,2,3,2,3,3,5,6,5,2,1.0,22,인천상륙작전기념관,4.0
23724,여,50.0,2,2,5,3,5,6,2,6,3,3.0,3,홍대패션거리,4.0
23732,남,20.0,6,2,3,6,4,5,5,2,2,0.0,1,현대백화점 판교점,4.0
23733,여,20.0,3,6,5,3,6,4,5,3,2,1.0,2,인천차이나타운,5.0
23734,남,40.0,4,4,4,4,4,4,4,4,3,3.0,2,광교카페거리,3.0
23739,여,30.0,2,1,1,4,3,3,5,3,1,1.0,8,도축장직영 축산물판매장,4.0
23740,남,40.0,3,6,4,4,2,6,6,2,3,5.0,13,화서주공3단지아파트,5.0
23746,남,50.0,1,4,1,7,4,1,7,1,8,0.0,3,양주시립민복진미술관,5.0
23747,여,20.0,4,2,3,5,5,5,5,4,1,0.0,1,신세계백화점 강남점,5.0
23748,남,20.0,4,1,1,4,7,4,1,1,6,0.0,3,동인천 개항거리(개항지+일본풍거리등),4.0
23750,여,30.0,4,1,1,1,6,4,1,4,3,3.0,5,경춘선숲길,5.0
23753,남,30.0,3,3,3,4,3,3,1,5,1,1.0,22,봉녕사,3.0
23754,여,20.0,1,1,1,5,5,2,1,5,2,0.0,3,화성행궁,5.0
23755,여,40.0,2,6,3,2,2,2,2,6,7,1.0,4,솔찬공원,5.0
23756,여,40.0,3,3,3,3,3,3,3,4,4,3.0,3,한국은행 본부,3.0
23761,여,20.0,7,2,4,1,5,5,6,5,9,2.0,1,서울역,5.0
23765,여,40.0,3,4,2,4,5,3,6,3,3,5.0,8,숲속의쉼터글램핑,4.0
23767,남,20.0,3,2,2,3,6,4,7,7,2,1.0,2,더티트렁크,4.0
23768,여,20.0,4,1,4,2,4,2,2,3,2,0.0,6,팔당초계국수 본점,4.0
23773,여,40.0,7,1,4,1,4,4,1,7,1,3.0,1,그랜드워커힐서울 더뷔페,5.0
23774,남,30.0,1,1,3,5,2,6,2,6,2,1.0,2,인생네컷 최고심,5.0
23775,남,30.0,1,2,3,1,1,6,2,6,2,1.0,2,서울식물원,5.0
23777,여,30.0,5,2,2,3,6,6,6,3,1,4.0,23,만복식당,5.0
23778,여,30.0,4,3,1,4,6,4,7,4,1,0.0,9,이화찹쌀순대,5.0
23781,남,20.0,2,2,3,3,3,6,2,6,1,1.0,21,해밀호텔,5.0
23783,여,50.0,5,2,4,2,6,3,7,5,9,1.0,1,여의도한강공원,3.0
23784,남,20.0,7,3,2,3,4,5,4,4,2,1.0,1,히노아지,5.0
23786,여,40.0,3,3,3,3,4,3,3,3,1,2.0,22,황순원문학관 소나기마을,3.0
23790,남,40.0,4,6,3,6,6,4,1,6,6,0.0,22,청량리역,5.0
23793,여,20.0,3,2,5,2,3,2,6,3,1,1.0,6,죠지서울,3.0
23796,남,50.0,3,3,2,4,5,5,2,5,3,3.0,3,커피투어 경복궁점,3.0
23799,여,20.0,3,6,6,6,7,6,2,7,6,0.0,21,앨리키친,3.0
23800,여,20.0,3,2,2,5,5,5,6,6,2,0.0,1,오비스트로,3.0
23802,여,20.0,4,1,4,6,7,4,2,6,1,3.0,2,에버랜드 에스파 포토존,5.0
23806,남,20.0,1,7,1,1,1,4,1,7,1,1.0,2,임진각 평화누리,5.0
23808,여,20.0,5,2,6,7,6,6,5,1,2,0.0,3,AK플라자 AKTown점,5.0
23810,여,20.0,2,2,2,2,2,4,6,7,1,1.0,1,해밀,4.0
23811,남,30.0,4,2,2,3,3,2,5,4,2,0.0,4,북촌사진관,4.0
23812,남,30.0,6,2,2,6,2,6,7,2,1,0.0,3,농민백암순대,5.0
23813,여,20.0,4,3,2,7,6,4,2,5,7,5.0,21,광장시장,3.0
23814,여,20.0,4,1,1,5,5,6,7,6,3,1.0,1,동대문역 4호선,5.0
23816,여,30.0,1,1,3,4,2,2,2,6,3,3.0,1,독립문,5.0
23817,여,30.0,1,2,4,4,1,3,6,3,6,3.0,8,지지밸리유명산장 오토캠핑장,5.0
23820,남,50.0,2,2,1,4,3,2,4,4,3,1.0,21,먹쇠연탄구이,5.0
23822,남,40.0,2,2,6,4,2,4,6,1,8,4.0,3,방화수류정,5.0
23826,여,30.0,1,2,1,1,1,1,1,1,7,1.0,11,장자어린이공원,4.0
23828,여,60.0,3,2,2,5,3,3,3,4,2,1.0,1,롯데마트 제타플렉스,4.0
23829,남,20.0,5,1,1,4,4,4,2,7,3,1.0,4,강남블루지움오피스텔,5.0
23831,여,30.0,4,4,4,4,4,4,4,4,2,1.0,2,웨이브서프,5.0
23832,여,60.0,2,3,1,3,4,1,2,2,8,0.0,3,월곡역,4.0
23834,남,20.0,1,1,1,4,3,1,7,4,3,2.0,21,육회독존,5.0
23837,여,30.0,4,2,4,5,4,1,3,2,8,2.0,6,대림창고,4.0
23838,여,30.0,4,3,4,3,4,5,5,7,7,1.0,9,테라스룸,4.0
23842,여,50.0,3,4,6,3,1,6,2,6,1,1.0,4,까치울마을,3.0
23845,남,20.0,4,2,4,4,4,6,4,2,3,1.0,3,덕수궁,5.0
23846,여,20.0,1,1,1,4,7,1,1,7,1,1.0,2,약수터식당,5.0
23848,남,30.0,4,4,3,2,2,3,5,2,1,1.0,4,우와,4.0
23850,여,20.0,3,2,1,6,6,3,2,6,3,3.0,2,청평하나휴게소,2.0
23852,남,20.0,2,1,3,2,2,4,3,5,1,0.0,4,구월로데오광장,5.0
23855,남,20.0,1,1,7,7,5,5,5,6,3,3.0,8,피자스쿨 고양향동점,5.0
23856,여,60.0,1,3,4,2,3,3,5,3,7,0.0,21,당산나루소공원,4.0
23863,남,30.0,4,3,4,1,1,5,7,3,3,1.0,3,라라맥주,5.0
23868,남,20.0,4,2,2,6,5,5,6,3,7,1.0,3,경수갤러리,4.0
23872,여,20.0,1,4,1,4,6,4,5,7,1,1.0,3,화성행궁,4.0
23875,남,20.0,6,6,2,6,6,2,6,4,8,0.0,3,국립현대미술관 서울관,4.0
23876,여,30.0,5,2,3,5,6,4,4,1,1,1.0,8,수서역,5.0
23878,여,20.0,5,4,4,3,3,5,6,4,2,1.0,4,신내역 6호선,5.0
23881,남,20.0,4,3,2,3,5,5,2,4,1,1.0,23,어둠속의대화,5.0
23883,여,20.0,1,2,4,3,3,4,3,7,2,0.0,3,알피,4.0
23885,남,20.0,2,2,2,2,4,4,6,2,3,1.0,3,올래홀,5.0
23887,여,30.0,2,2,6,5,6,5,2,6,3,1.0,26,문지리535,5.0
23891,남,20.0,3,4,2,3,1,2,2,2,1,0.0,9,"동막골 계곡, 힐링야영 축제",4.0
23892,여,30.0,5,2,2,3,6,6,6,3,1,4.0,23,수서역,5.0
23895,남,20.0,2,2,3,3,4,5,1,3,7,1.0,9,이태원거리,1.0
23897,여,20.0,4,3,3,2,2,3,6,4,1,0.0,6,국립현대미술관 서울관,5.0
23901,남,20.0,6,3,6,6,2,6,1,3,8,0.0,21,광명동굴,5.0
23903,여,30.0,2,7,2,6,1,1,7,1,1,0.0,1,라운지11,4.0
23905,여,40.0,5,3,5,2,5,4,5,3,6,1.0,5,오늘손칼국수&찜,4.0
23907,여,20.0,3,2,2,5,3,6,5,5,2,1.0,4,진구곱창,4.0
23908,남,20.0,2,1,1,6,7,4,5,5,7,3.0,5,성오볼링장,4.0
23910,여,20.0,2,6,1,4,4,3,2,1,7,0.0,6,카메라타,3.0
23914,남,30.0,7,1,3,7,4,4,6,2,1,0.0,10,도산근린공원,4.0
23915,여,30.0,3,2,3,2,4,5,6,7,3,1.0,1,고양 씨티칼리지 플랜테이션,5.0
23920,여,30.0,4,6,3,5,7,6,2,6,1,2.0,11,꼬닐리오베이커리카페,3.0
23921,여,20.0,5,1,2,3,6,3,6,5,1,0.0,3,누구나,5.0
23922,여,40.0,6,7,4,2,4,2,6,2,6,2.0,5,곤지암리조트 스키장,4.0
23923,여,20.0,5,2,2,2,3,4,3,4,1,4.0,6,플러스마트 가평점,4.0
23925,남,30.0,2,2,5,2,6,3,1,6,1,1.0,26,송계옥 성수점,5.0
23926,남,20.0,2,6,6,5,3,6,3,3,7,1.0,7,위시티일산자이4단지아파트,5.0
23930,여,60.0,2,2,2,1,1,5,2,3,1,1.0,1,아르디움카페,4.0
23931,여,30.0,1,6,1,2,2,6,1,7,2,0.0,22,연교,5.0
23932,여,40.0,4,3,2,3,1,4,6,2,1,0.0,2,용산역,5.0
23933,여,20.0,3,1,1,2,1,1,2,7,2,3.0,3,연천호로고루,5.0
23935,여,20.0,4,1,2,4,5,3,5,7,1,0.0,1,NC큐브 커넬워크 겨울동,4.0
23936,여,20.0,2,2,4,2,2,5,3,3,2,0.0,6,와피 미아역점,4.0
23937,남,20.0,7,4,1,4,1,1,1,1,3,19.0,5,엠앤럭키호텔,3.0
23941,여,30.0,2,6,4,2,2,6,6,6,1,1.0,1,삼고집,3.0
23943,여,20.0,4,2,3,3,2,5,5,6,1,0.0,6,김해국제공항,4.0
23944,여,40.0,2,1,7,2,1,7,2,6,4,0.0,3,혜화문,4.0
23948,남,40.0,6,2,2,2,6,2,6,3,8,3.0,6,국립중앙박물관 야외광장,5.0
23949,남,30.0,3,2,1,4,5,2,3,5,3,11.0,6,시화나래조력공원,4.0
23950,여,50.0,2,3,2,2,3,4,3,4,1,1.0,1,배스킨라빈스 가천대역점,4.0
23951,여,30.0,4,3,5,3,2,4,5,3,10,3.0,1,사마르칸트,5.0
23952,여,40.0,2,1,1,1,1,1,2,3,2,5.0,8,가평초등학교,4.0
23954,여,30.0,3,1,3,3,4,4,7,6,1,0.0,3,수원의아침 행궁점,2.0
23955,여,40.0,1,4,3,4,3,3,4,4,3,3.0,25,글램독펜션,5.0
23956,남,30.0,2,2,3,4,3,4,2,1,1,1.0,3,영풍문고 미아롯데점,5.0
23957,여,30.0,1,4,1,7,7,1,7,7,7,0.0,2,카페913,4.0
23958,여,20.0,6,2,2,2,1,1,6,6,1,1.0,26,유니티레코드바,5.0
23960,여,40.0,6,3,6,5,6,4,5,4,4,1.0,1,서울역,4.0
23965,여,20.0,2,2,2,2,2,2,2,6,1,1.0,3,진미통닭,1.0
23966,여,40.0,3,2,3,2,3,5,3,5,8,4.0,3,서울시티투어버스,5.0
23967,여,20.0,3,2,1,2,2,3,4,4,1,1.0,2,추억의청춘뮤지엄,4.0
23968,남,40.0,2,1,2,1,1,1,2,5,8,3.0,2,현대프리미엄아울렛 김포점,4.0
23969,남,40.0,6,4,5,2,2,6,3,4,1,3.0,23,롯데월드 어드벤처,5.0
23970,남,20.0,3,1,2,1,3,4,3,6,1,0.0,3,김억삼포장마차,4.0
23971,여,60.0,4,1,6,3,4,3,7,1,2,0.0,9,과천시민회관 야외공연장,4.0
23973,남,30.0,2,2,5,2,2,6,3,3,3,3.0,2,에버랜드,4.0
23975,여,30.0,3,3,3,5,5,6,6,3,7,1.0,3,센터마크호텔,3.0
23976,여,20.0,4,1,4,5,3,5,1,7,7,1.0,6,카페노티드 안국,4.0
23980,남,40.0,3,1,5,4,6,3,6,6,2,3.0,2,예스파크 이천도자예술마을,4.0
23981,여,20.0,3,1,2,2,3,4,5,7,3,1.0,23,L7 홍대,5.0
23983,남,30.0,6,6,6,2,4,4,4,6,1,1.0,1,이누네코식당,3.0
23984,남,20.0,5,5,3,3,6,5,3,6,1,0.0,28,IFC몰,4.0
23985,남,40.0,1,7,1,5,6,3,3,6,7,0.0,3,이디야커피 남양주호평점,4.0
23986,남,40.0,1,6,1,4,4,5,5,7,5,1.0,22,백운계곡관광지,5.0
23987,여,20.0,7,1,2,3,7,4,6,7,7,1.0,22,한복대여 후 나들이,4.0
23988,여,20.0,6,1,1,2,2,6,5,2,7,1.0,21,마음농장위드스테이,5.0
23990,여,20.0,2,2,1,3,4,2,4,1,1,0.0,23,다이소 분당이매점,5.0
23991,여,60.0,3,2,2,5,3,3,3,4,2,1.0,1,서울놀이마당,4.0
23992,여,20.0,6,6,3,1,2,6,2,6,1,0.0,6,아지트리,5.0
23993,남,30.0,2,3,1,3,5,5,6,6,3,1.0,5,토담,1.0
23994,여,20.0,3,1,2,4,4,4,4,3,3,1.0,2,파라다이스시티,5.0
23995,여,20.0,2,1,2,1,1,3,6,7,5,3.0,25,용문산관광지,5.0
24003,남,30.0,1,1,4,2,2,6,1,6,2,1.0,1,코드케이 인천구월점,5.0
24004,여,20.0,5,1,1,3,7,1,6,6,1,1.0,6,인천문학경기장,5.0
24006,여,30.0,4,2,2,2,4,5,2,4,3,1.0,1,그리츠,5.0
24007,여,20.0,5,2,1,2,3,7,3,7,3,3.0,1,청계천,5.0
24011,남,30.0,1,3,4,4,2,3,5,4,3,3.0,3,임진강주상절리,3.0
24013,여,30.0,4,1,4,1,1,1,5,1,2,0.0,1,나무사이로,4.0
24015,여,30.0,1,1,3,4,4,2,3,3,7,0.0,5,신매대교 인증센터,5.0
24021,여,30.0,2,1,6,2,4,6,6,2,8,2.0,2,나인트리프리미어호텔 인사동,5.0
24022,남,30.0,1,2,1,4,7,2,2,6,3,2.0,2,가평가보자순대국밥,5.0
24023,남,30.0,4,4,4,4,4,4,4,4,2,1.0,1,마타렐로 식당,4.0
24024,남,20.0,6,2,1,3,5,3,1,7,7,1.0,6,성광대도,5.0
24026,여,30.0,4,2,6,1,4,6,1,5,1,1.0,6,CGV 수원,5.0
24027,여,30.0,5,2,2,2,2,4,6,6,1,3.0,1,롯데프리미엄아울렛 파주점,5.0
24030,남,40.0,1,2,3,5,6,2,3,7,2,0.0,3,자유공원 맥아더장군동상,5.0
24033,남,20.0,4,3,3,4,3,3,4,5,1,5.0,5,가평군농협하나로마트 본점,5.0
24035,남,30.0,2,2,2,2,2,2,2,2,7,1.0,1,롯데프리미엄아울렛 기흥점,4.0
24038,여,20.0,5,1,3,3,3,5,6,6,4,0.0,6,롯데월드 샤롯데씨어터,4.0
24040,여,20.0,2,2,1,2,2,2,3,4,2,2.0,8,충남집순대,5.0
24042,남,20.0,4,1,1,1,4,2,2,7,7,1.0,22,임진강댑싸리공원,4.0
24043,여,20.0,2,1,1,3,6,5,3,2,1,0.0,1,일죽터미널,5.0
24048,남,30.0,7,1,3,7,4,4,6,2,1,0.0,10,영풍문고 강남역점,5.0
24050,여,20.0,5,2,2,4,6,2,2,5,5,0.0,2,올토갤러리카페도자기공방,5.0
24051,여,40.0,4,3,6,3,2,2,7,2,6,0.0,28,화성행궁,4.0
24053,남,30.0,2,2,2,2,2,2,2,2,7,1.0,1,보통저수지,4.0
24054,여,20.0,5,6,4,1,4,3,5,2,2,0.0,11,파티세리희원,4.0
24056,남,30.0,1,7,1,7,1,1,7,7,2,0.0,28,인천차이나타운,5.0
24059,남,20.0,1,1,4,1,1,4,1,7,1,1.0,8,카페퍼르,3.0
24060,여,30.0,5,2,2,2,6,4,5,6,1,0.0,2,킨텍스 제1전시장,4.0
24061,여,20.0,1,1,1,5,5,2,1,5,2,0.0,3,효원공원 월화원,4.0
24063,남,20.0,5,2,4,5,2,6,1,7,2,1.0,4,욜로,5.0
24068,여,20.0,1,2,2,2,4,2,6,4,3,1.0,9,사직커피,5.0
24070,남,20.0,6,6,2,6,6,2,6,4,8,0.0,3,광장시장,3.0
24075,여,30.0,1,6,1,4,4,2,5,5,7,5.0,2,고양어린이박물관,5.0
24076,남,30.0,1,1,1,7,1,1,7,1,7,0.0,1,무궁화동산,3.0
24078,여,30.0,4,5,4,6,5,5,5,4,3,1.0,2,현대모터스튜디오 고양,4.0
24080,여,40.0,1,4,3,2,2,4,4,6,1,1.0,6,숭실대입구역 버스정류장,3.0
24084,남,20.0,1,1,2,3,2,2,2,3,8,0.0,3,추카추카,3.0
24087,여,30.0,7,2,1,2,6,6,3,6,1,0.0,6,헬카페스피리터스,5.0
24092,여,30.0,3,5,3,4,5,3,6,3,1,1.0,11,검단산,4.0
24093,남,20.0,2,2,2,5,6,3,5,3,1,0.0,3,남부터미널역 3호선,4.0
24094,남,30.0,5,3,4,2,4,4,3,6,3,4.0,2,에버랜드,4.0
24096,여,30.0,5,3,2,5,5,5,5,3,2,1.0,9,평택시농업생태원,4.0
24098,여,20.0,2,1,1,7,7,5,5,5,3,1.0,3,서울역,5.0
24100,여,20.0,1,1,1,4,7,1,1,7,1,1.0,2,안성향교,4.0
24101,여,50.0,4,1,1,6,1,7,1,7,2,1.0,3,37.5 안성공도점,4.0
24102,여,20.0,4,2,3,5,4,4,5,3,1,1.0,3,화성둘레길,5.0
24104,남,20.0,2,1,1,1,1,2,4,2,3,1.0,1,마츠루,5.0
24105,여,20.0,2,1,2,1,3,3,2,5,3,1.0,23,라이즈오토그래프컬렉션,4.0
24106,남,30.0,4,2,3,3,2,5,4,6,1,0.0,3,청일조계지경계계단,4.0
24110,여,20.0,5,5,4,5,4,5,7,4,10,0.0,1,강남역 2호선,4.0
24114,여,20.0,3,6,4,5,2,3,7,2,1,1.0,1,부평문화의거리,4.0
24115,여,20.0,4,3,4,4,3,4,5,5,3,1.0,22,두물길한정식,3.0
24118,여,30.0,2,3,1,1,3,2,2,6,7,3.0,1,홍대패션거리,5.0
24119,여,50.0,1,4,1,4,2,1,3,7,2,0.0,1,낙산공원,5.0
24120,여,20.0,2,1,1,7,7,5,5,5,3,1.0,3,서울역,3.0
24121,여,20.0,3,3,4,4,3,4,3,4,7,0.0,3,서울역,5.0
24124,여,30.0,1,1,1,4,6,4,3,2,1,1.0,10,제부도해수욕장,4.0
24125,여,30.0,4,2,2,2,4,5,2,4,3,1.0,1,영등포역,4.0
24126,여,40.0,4,4,4,4,4,4,4,4,7,0.0,1,만나서방가워 본점,4.0
24128,여,30.0,1,1,1,3,6,1,1,3,7,0.0,4,강남역 2호선,3.0
24129,여,40.0,2,4,2,5,5,4,3,7,1,0.0,3,국립고궁박물관,3.0
24134,여,20.0,3,1,3,2,6,4,1,7,3,1.0,1,골든타임이스케이프,4.0
24135,여,30.0,3,3,2,5,3,2,7,1,1,1.0,3,헤이리예술마을,4.0
24138,여,60.0,1,3,4,2,3,3,5,3,7,0.0,21,여의나루선착장,4.0
24139,여,20.0,4,4,3,2,4,4,2,5,2,3.0,1,국립이천호국원,3.0
24146,여,20.0,3,4,4,4,1,2,6,2,1,0.0,4,알라딘중고서점 잠실롯데월드타워점,5.0
24147,여,30.0,4,3,2,2,3,4,3,6,3,2.0,6,국립중앙박물관 어린이박물관,4.0
24149,남,50.0,3,3,2,4,5,5,2,5,3,3.0,3,가회동백인제가옥,4.0
24150,남,30.0,2,1,1,3,6,2,7,7,2,1.0,10,이천테르메덴 카라반캠핑장,5.0
24152,남,20.0,5,2,4,3,4,4,4,5,1,1.0,1,코마린 이스트보트하우스 송도지점,4.0
24158,여,30.0,2,2,2,2,6,6,2,2,9,1.0,9,아지오호텔,4.0
24159,여,60.0,2,4,2,4,4,6,5,4,8,2.0,3,수원갈비스토리,4.0
24160,여,20.0,4,1,1,5,4,4,2,7,3,1.0,7,아틀리에,5.0
24165,여,40.0,3,4,4,5,5,5,3,4,2,1.0,1,일일향 잠실점,4.0
24170,남,20.0,1,2,3,6,3,5,1,7,4,0.0,8,통복시장,5.0
24171,남,20.0,6,2,2,2,3,2,1,6,1,1.0,22,난지공원 산책로,4.0
24172,여,20.0,3,2,2,4,6,2,6,6,2,3.0,22,라라브레드 송파점,5.0
24173,남,20.0,5,5,3,6,5,3,5,4,4,0.0,22,서래공원,3.0
24174,남,20.0,7,4,6,3,5,3,4,4,1,0.0,1,국립민속박물관,4.0
24179,남,30.0,6,1,4,2,2,4,3,5,1,1.0,9,동동국수 본점,5.0
24180,여,30.0,4,6,6,2,6,6,6,1,1,0.0,1,마로니에공원,4.0
24181,여,30.0,2,7,1,1,1,7,1,7,1,1.0,3,수원공방거리,3.0
24184,남,30.0,7,1,5,3,3,5,6,4,8,0.0,3,롯데월드,5.0
24187,남,30.0,5,2,4,1,2,3,3,6,3,1.0,21,가평역 경춘선,4.0
24191,남,20.0,5,1,1,4,4,4,2,7,3,1.0,4,도산맘마,5.0
24192,여,20.0,5,5,3,4,5,3,2,6,3,3.0,5,강남수상레져,4.0
24193,여,40.0,2,4,2,3,5,5,2,2,1,0.0,3,정약용유적지,3.0
24194,여,40.0,2,4,4,4,7,4,4,7,4,0.0,3,서울역,5.0
24198,남,20.0,4,1,1,4,4,2,3,7,1,1.0,12,천주교서울대교구 주교좌 명동대성당,4.0
24199,남,40.0,3,3,3,5,3,3,3,2,3,3.0,3,서울올림픽파크텔,4.0
24200,여,20.0,5,2,1,2,2,5,1,7,5,0.0,1,프릳츠 원서점,4.0
24201,남,30.0,4,4,4,4,4,4,4,4,2,0.0,6,정극장,5.0
24202,남,50.0,2,4,2,6,4,3,3,2,6,0.0,5,양근휴게소 인증센터,5.0
24203,남,30.0,5,1,5,2,5,1,6,6,3,3.0,8,이마트 자양점,4.0
